sentence_count,english_word,non_english_word,CC,DT-PDT,IN,JJ,JJR,JJS,MD,NN,NNS,NNP,NNPS,RB2,RBR,RBS,VB,VBD-VBN,VBG,VBP-VBZ,other_tags,word_count,td_idf,unique,score,essay_wo_stopwords
1,129,5,0,23,20,5,0,0,0,30,4,1,0,5,0,0,5,6,6,8,21,63,6.331975566297299,47,1.5,cyclist story setting took huge roll story thined water lot effect cyclist setting story took place high desert california june soon read something wrong story say sun beginning beat going affect he riding desert bike cause become dehydrated eased past trying keep balance dehydrated state thes begining lose mind water setting everything setting cause cyclist problem heat setting lack water almost cause life
5,63,4,0,8,10,4,0,0,1,10,2,3,0,6,0,0,2,5,4,5,8,33,4.628476813890176,27,1.0,setting affect cyclist alot way first way riding middle desert june riding @ location1 woudn painfully hot also rolling hill probablly didnt help mostly hill would fine riding bike hill tired near impossible
12,197,6,7,36,18,13,0,0,0,40,4,13,0,12,0,2,8,19,4,5,23,100,6.429757284602942,52,2.0,story exceed posted speed limit joe kurmaskie feature path @ organization2 greatlly affected cyclist one way park cyclist came across big snake covered road greatly frightened biker also road long bumpy windy road comfortable riding story exceed posted speed limit joe kurmaskie feature path yosemite national park greatlly affected cyclist one way park cyclist came across big snake covered road greatly frightened biker also road long bumpy windy road comfortable riding nothing insight cyclist see cyclist much energy hope author state gaining elevation loosing hope last weather hot dry tired cyclist water weather energy hope help journey yosemite national park
5,94,6,4,11,12,4,0,0,1,17,5,5,0,3,1,0,5,13,3,2,15,50,5.958202943850617,44,2.0,story exceed posted speed limit cyclist expirenced life threating time adventure first feature deseret temptures @ num1 degree lit bit water tasted like battery acid tried keep going lost hope thought going die affected lost hope thought negative thing think would make got agility move story setting affect character dramatically
2,34,0,1,5,2,2,0,0,0,4,1,0,0,1,0,0,0,6,4,2,6,16,2.9309972443036023,12,1.0,feature setting making cyclist frustrated thirsty confused feature making frustrated thought going right way really going
4,102,1,2,22,16,3,0,0,2,20,6,1,0,4,0,0,2,4,3,8,10,44,4.959359878208592,34,2.0,feature setting affect cyclist feature cause climax story example would line hitting water bottle pretty regularly traveling high desert california line show author hot place desert also low water supply two condition cause climax possibility could collapse minute heat exaustion feature setting affect cyclist
8,151,9,5,21,26,7,1,0,2,28,8,6,0,9,0,0,5,12,4,6,24,78,7.598194134188356,67,2.5,certin feature setting affected cyclist essay joe kurmaskie desribes experience cycled desert arrived first town fit traditional difinition ghost town first cyclist amused town maybe little scketle old codger told thriving halfway journey stated sometimes life cruel water running low still way go untill made park felt would never end see aroun hill nothingness sorching son limited amount water building around cyclist ghost town lack shade soluation feature setting make cyclist feel like fool taking advice older men
5,92,1,0,16,11,2,0,0,2,22,0,0,0,4,0,0,4,8,4,3,17,44,5.429599829891869,32,2.0,going explain setting cyclist affected setting cyclist affected making hot drinking water would soon run water dehydrate example story cyclist would always bring little bit water left around essay talked dehydration seeing even death another example relif drink water sink conclusion setting affected cyclist
1,40,0,0,4,5,3,0,0,2,3,2,0,0,2,0,0,4,0,0,4,11,14,3.4211436080465503,13,1.0,paragraph tell careful road also talk aware many thing could happen take control road
7,214,2,6,28,24,8,1,0,5,29,6,21,0,13,0,0,12,12,5,16,30,104,7.7589688717235035,69,2.5,feature setting exceed posted speed limit joe kurmaskie affect cyclist many way example state place might thriving little spot last world war fit tradition definition ghost town statement talking town arrived trying get yosemite would affect cyclist riding confidence beginning first town arrives look like ghost town would bring confidence little bit lower like people travel know going feel good come place know wont feel confident another example ride rolling hill come across rough road ahead exceed posted speed limit sign would affect cyclist would frustrated stressed rode way cant go place wanted therefore feature setting exceed posted speed limit joe kurmaskie affect cyclist
7,158,4,9,17,20,12,0,0,4,20,9,0,0,11,0,0,9,13,3,8,27,76,7.331257880897047,64,2.0,condition bicyclist faced affected trip various amount thing could really screw ride condition hot hot make hard think fast move fast make good decision another would lose gravel make tough maneuver watch speed going anywhere hurry also let hill make uncomfortable ride tiring one atthat adding fresh water mean dehydration bud judjment even heat stroke exoustion another bad thing middle nowhere like could stop asks drink nothing around mile thing show rough rode made condition exsisted
5,51,5,4,7,1,3,0,0,0,7,0,1,0,7,0,0,3,11,3,0,9,24,4.051526913769408,20,1.0,setting hot dry desert setting effected making dehidarted hot hard go fourther knew keep going also land barin ething around clearlier setting effected biker
1,61,2,2,7,11,2,0,0,2,10,1,2,0,2,1,0,4,8,3,1,7,26,4.509572906630525,23,1.0,setting affected cyclist california june traveling back rodes place stop water cyclist would followed path intended following ride probably enjoyable worry heatstroke running water would fine
8,93,2,7,10,4,6,1,0,4,7,10,1,0,4,0,0,12,5,5,2,17,48,5.652754883002206,38,2.5,feature setting affect cyclist greatly hill rock snake building people hill rock would make much harder stay strong able keep riding abandoned building people could affect emotionally would make loose hope determination keep going find destination think would get seeing deserted town say really matter going die kurmaskie
5,87,3,3,18,13,4,0,0,1,21,1,7,0,0,0,0,3,5,0,4,11,42,4.319255594144415,25,1.0,main feature setting affected cyclist fact june dessert heat could drop heat stroke gorgeous day june kurmaskie @ num1 help u realize bad heat june middle california dessert affected cyclist dehydration fact inthe middle one help month june dessert heat affected cyclist
8,144,2,6,13,14,8,2,0,1,20,7,14,0,11,0,0,6,15,5,2,22,81,7.777968443862122,68,2.0,feature setting greatly affected cyclist story first got road sign said rough road ahead already low water made thing much worse rough road made harder pedal therefore working harder getting thirsty also stopped old welch grape juice factory noticed pebble ground shoved mouth read sucking stone help take mind thirst allowing spit left circulate lastly gary wilber fish camp could possibly saved cyclist life stopped finally got well deserved drink water settle dehydration fear setting feature severly affected cyclist throughout journey
6,124,6,4,20,11,7,0,0,0,19,4,19,0,7,0,0,4,6,3,12,17,72,6.8158222000406665,58,2.5,rough road ahead exceed posted speed limit feature setting affect author feel beginning essay author confident happy setting reservoir camp ground outside lodi california kurmaskie @ num1 sound like good place refreshed feel confident later bike ride author affected negatively barren area come say sight troubling kurmaskie @ num1 finally reach modern store relieved due modern facility state easily rounding bend trouble thirst fear behind kurmaskie @ num3 area author go effect
2,52,0,3,5,3,5,1,1,0,6,3,1,0,2,0,0,2,0,1,8,11,22,3.929206571434218,20,1.0,feature setting affect cyclist ride much anymore know best route take take old route thinking still better way use realize tiring bad
10,163,2,3,21,14,8,0,0,3,30,5,8,0,12,1,0,5,19,8,9,21,86,7.4595094786827865,70,2.5,point tumbleweed crossed path desert limited water make one feel like life cruel sun beating water shade seen reach point sign said rough @ caps1 ahead exceed posted speed limit intimidating considering bike could move fast old men probably never front porch since carter office yes like writer said world fluid place thing change old men probably close due talking considering thing changed since @ num1 carter office snake came upon must rather intimidating knowing creature like bound eseance think setting major part cyclist felt way
3,89,2,4,13,10,4,0,2,2,12,1,2,0,6,0,0,7,1,5,6,17,38,5.276740598826579,32,1.0,picture cyclist riding dry area could mean hab cyclsit look going hill look lot turn body position cyclist seems trying best hardest make destination could bag stress cyclist maybe sweating really hard maybe tired wind @ month1 helping
8,186,3,3,19,22,17,3,0,1,29,13,21,0,13,0,0,10,4,5,10,24,110,8.450690130281556,82,2.5,short story rough road ahead exceed speed limit @ person1 cyclist travel extreme climate tough terrain nearly end life get destination getting outdated direction elderly local protagonist set journey yosemite national park soon thereafter cyclist notice something amiss first town local said find deserted twenty mile journey cyclist need refill water supply water pump flavor battery acid next town @ num1 mile away cyclist struggle conserve water make even thing get worse traveling high desert california june flat road replaced short rolling hill @ caps1 tell exceed speed limit @ num2 water depleting @ num3 eventually even sip water cyclist find spot fill water knowing strike better day better direction
9,109,1,3,17,10,5,0,0,1,18,4,1,0,8,0,0,6,17,4,2,14,51,5.717721554322846,40,2.0,feature setting affected cyclist riding hot caused cyclist lose energy dehydrate also cyclist went terrain change road changed rolling hill caused cyclist become tired riding body get tired also weather hot caused cyclist drink lot water eventually ran got dehydrated whole situation implied stick original plan cyclist would done go hardship
5,127,4,3,20,20,8,2,0,0,29,2,7,0,5,2,0,3,12,1,2,15,67,6.895771365234854,56,2.5,new feature setting essay entilled exceed posted speed limit joe kurmaskie affect cyclist way example text narrator stated avoid ridiculously large snake crossing road became aware surroundings almost seemed forget thirsty finally abided large reptile also text one long crippling hill building came view hope replenished cyclist hope allowed narrator tenacious journey order arrive old building eighther better worse feature setting arrives affect cyclist every step journey
7,123,0,10,14,7,6,0,0,0,24,7,1,0,11,0,0,3,6,2,13,20,66,7.153703446643864,60,2.5,many feature setting cyclist excruciating trip affect mentally physically first set pine tree river kept cheerfully riding landscape see corral rusty pump becomes discouraged begin notice tiredness thirst cyclist encounter rough terrain tumble weed snake mentally physically exhausted begin doubt consciousness worry @ month1 complete journey abandoned grape juice factory also let cyclist mental state hope seemingly lost finally come across water unique important lesson learned
2,49,1,1,9,10,1,0,0,0,9,3,2,0,0,0,0,1,4,3,2,6,23,4.13386129833183,21,1.0,feature setting affect cyclist know story cyclist said going drop heat exsostion riding desert @ date1 took direction three old gentleman sitting porch
7,127,2,2,21,17,5,0,0,1,19,8,2,0,9,0,0,3,8,2,10,24,60,6.285548220357606,49,2.0,feature setting affected cyclist first since desert heat desert greatly dehydrated journey part also bumpy road rolling hill slowed bike 12 mph since extreme handle high speed see fist building fist relived soon loses hope desserted even old men living area affect cyclist give dated direction almost @ caps1 probably rest first old man short tent feature setting affected cyclist
3,48,2,2,5,4,4,0,0,3,5,2,1,0,5,0,0,5,0,0,4,10,22,3.7991087777756074,18,1.0,well first hot dry witch dry person easily hill hard get would challange get top know lack water kill get heatstroaks easily
4,120,2,2,17,17,6,0,0,0,17,6,16,0,7,0,0,3,12,3,5,11,66,6.376709684805883,44,1.0,essay rough road ahead exceed posted speed limit joe kurmaskie feature setting affect cyclist first cyclist thought journey go going good one soon change example never accept travel advice collection old timer left confines porched since carter office quote tell first cyclist thought journey going good one getting information two old men soon changed feature setting affect cyclist essay rough road ahead exceed posted speed limit
10,153,3,6,25,21,6,3,0,9,31,2,5,0,5,0,0,16,5,6,4,15,80,7.417795632544026,63,2.0,feature setting affect cyclist desert like temperature terrain must bike make prone thirst exhausting heat @ month1 cause cyclist dehydrate faster normal especially true case lack water cyclist might pas suffer heat stroke terrain rolling hill tire cyclist quicker still flat road muscle start ocha body need water rest story would totaly change setting different cyclist biking @ date1 cold day mid @ num1 would chance suffering heatstroke would significantly le chance becoming dehydrated setting important every story change everything
6,132,4,3,13,13,12,0,1,1,28,3,13,0,7,0,0,4,5,7,9,18,74,7.6742335684262635,66,2.0,joe kurmaskie essay rough road ahead speaker biking rough terrain blistering heat mention long distance ride small large hill belief shortcut destination limited water supply keep coming cross ghost town water boiling brackish water unfit human consumption probably worst setting feature guy welch grape juice factory abandoned course adding salt wound sandblasted picture young boy pouring refreshing glass juice mouth could still seen kurmaskie @ num1 narrator dwindling water supply billboard especially daunting journey
8,135,3,4,16,13,8,1,0,1,22,7,8,0,5,0,0,5,17,2,7,22,67,6.4716366431503864,53,1.0,desert hill road condition lack water setting affected cyclist first cyclist reveals desert exclaims trave ling throug high desert california june mean hot second hill road condition horrible cyclist reveals describes flat road replaced short rolling hill aid againg read rough road ahead exceed posted speed limit lastly thought would stop way get water drank rate wanted figured needed conserve late example show cyclist condition harder expected
5,87,1,5,15,7,3,0,0,6,16,3,0,0,1,0,0,10,3,0,5,14,47,4.640728138423744,28,1.0,feature setting affect cyclist winding road could affect turn could turn far one way fall bike get hurt real bad another feature could affect cyclist grass side road tireds take short cut go grass could could hit rock flip bike get hurt feature setting could affect cyclist
3,71,2,0,11,12,1,0,0,0,14,7,1,0,3,0,0,2,7,1,5,9,33,5.166872391336986,31,1.0,setting cyclist californa desert middle june think he going die towards end direction got never accept travel advice collection old timer left confines porch sinse carter office mean never take direction people place
7,110,0,3,14,16,5,1,0,1,15,6,4,0,4,0,0,3,12,3,6,17,51,6.1109292612296455,45,2.0,setting hot desert california biker got stuck going yosemite national park setting hard cyclist example listened old people led wrong way could killed running water leg felt like going break trouble affect trust old local though learn old look wise information probably older artifact museum besides trust map got lot trip
4,57,0,3,6,7,6,0,0,1,10,8,0,0,3,0,1,2,0,0,4,6,32,4.998754883273908,29,1.0,feature setting affect cyclist many way example ghost town one ask direction talk also pumped water water pump taste like battery acid could likely make one sick also poisonous snake dangerous animal
3,79,0,2,10,13,4,0,0,1,11,5,0,0,2,0,0,2,1,2,13,13,32,4.893644294909583,27,1.0,many feature story affect role like water bad direction narrator say water bottle container tantalizing sip say hardly water left still keep going find story water something come time get fish store
4,78,1,0,14,10,8,0,1,1,17,3,11,0,1,0,0,1,7,1,1,5,45,5.7486777520808605,40,1.0,@ organization1 explain feature setting affected cyclist short story rough road head exceed posted speed limit whole ordeal occurs high desert california @ caps1 text cyclist taken date direction elderly people thought new way cyclist encountered snake ghost town ad shutdown factory time cyclist going
13,176,4,1,25,16,11,1,2,2,36,6,14,0,6,3,0,9,11,8,10,19,91,7.669907001516621,71,3.0,setting exceed posted speed limit add drama story affect cyclist tacking high desert california june june hot part year since hottest desert part hot multiplied terrain changing short rolling hill help cyclist hill would make riding difficult anyone ride bicycle know take effort go hill flat pavement person lack water anyone would struggling keep riding people hint keep moving set goal went next horizon wanted keep going another problem physical environment road condition rough road affect sign appeared travel become difficult bike tire take effort go uneven pavement cyclist much trouble
10,159,3,4,24,16,9,0,0,3,35,4,8,0,12,1,0,4,14,7,7,20,84,7.625447719498721,66,2.5,story exceed posted speed limit joe kurmaskie setting affected cyclist hard way sip water left said abandoned year earlier look @ caps1 grape juice factory bottling plant sand blasted picture young boy pouring refreshing glass juice mouth could still seen hung head drop water seeing would increased thirst another way setting affected cyclist hard way speed limit 55 mph water depleting 12 mph sometime ife feel cruel remind he car he even going half speed limit setting affect cyclist reminding long journey point suffering
10,198,5,2,29,24,10,1,1,0,32,6,17,0,6,1,0,4,15,7,13,35,96,7.760650790395349,69,2.0,essay rough road ahead exceed posted speed limit setting cyclsit effect greatly one evening resting got deep conversation couple elder eventually got talking journey two men gave direction shortcut morning fit traditional definition ghost town arrives first town find deserted effect cyclist eventually going need water continues come slep road arrested first large highway sign jumped read rough road ahead exceed posted speed limit sign indicating road going bumpy make even challamging cyclsit setting important essay lot cyclist feel abandoned town come pray enging feel hopeless road get bumpy get tired get actual running store relieved
2,61,1,2,10,6,2,0,0,2,12,1,0,0,3,0,0,5,1,1,8,9,26,4.008450792340087,19,0.0,feature setting affect cyclist feature brief preview text going involved cyclist give want need know affect would time feature finish play noone would want see cyclist
6,118,2,5,21,14,2,0,0,0,25,4,10,0,4,0,0,4,10,1,10,11,64,6.572462688041616,50,1.5,story rough road ahead exceed posted speed limit joe kurmaskie feature setting affect cyclist setting story background place time story took place story cyclist need get @ caps1 park stop get direction group old men time cyclist get lost face drought snake lost desert cyclist say point tumbleweed crossed path ridiculously large snake really look like diamond back blocked majority pavement front eased past
3,66,0,4,9,9,4,0,2,1,12,1,2,0,3,0,0,3,6,1,2,7,31,4.918381162863334,27,1.0,cyclist choose worst time ride early summer evening california time sun hot little water also lost hot best choice made cyclist trip prepared whether condition also check map place going anywhere
1,53,1,4,5,9,2,0,0,1,14,3,0,0,1,0,0,3,3,1,4,4,28,4.821284930650671,27,1.0,cyclist run diamond headed snake water middle nowhere thing would find rope cord time old building tree hang taking direction old people havent left porch since carter office
8,189,1,6,25,22,18,0,1,1,36,5,6,0,11,0,0,5,21,2,3,32,101,8.732753984866257,90,1.0,feature particular setting affected cyclist many different way upon arriving ghost town early journey felt slight amusement situation soon became troubled became aware several rusty pump weak corral next ramshackle shed cyclist additionally experienced bit irony approached 55 mph speed limit sign complete warning strictly obey bicycle pace 12 mph could even reach 55 mph speed wanted reached appeared abandoned welch grape juice factory cyclist felt twisted amusement yet laughed text state sad hopeless laugh mind least still energy feel sorry @ caps1 suffering discovered fish camp modern bathroom working sink cyclist relief immense overwhelming urge seek gary wilber owner kiss
6,98,1,5,10,8,5,2,0,4,18,3,0,0,5,0,0,9,8,3,2,17,49,5.838697743311579,42,1.5,setting story take place man biking taking advice old timer faster route biker knew start given map thinking old folk knew route took theyre advice biker done look someone ask make sure route would work jumping wanted go led dehydration much struggle needed always think thing take action safe
4,77,2,3,7,9,3,0,0,2,8,6,0,0,5,0,0,3,10,4,3,16,31,4.732757859722182,27,1.0,feature setting affect cyclist first know going took direction people really sure hot running water idea snake water running sings kept thinking would never take direction old guy would stick future
6,142,1,7,15,15,11,0,0,3,16,7,1,0,9,0,0,5,4,5,14,31,62,6.1163141176634035,44,2.5,first get direction old men think fine get first town tired almost water still think yosemite soon get water pump middle desert tired thirsty realizes direction old men gave date really happy listening following map get fishing place greatful water sink rest old man offer give direction yosemite think use map throughout story cyclist need change feeling confident feeling depressed feeling relived
4,90,5,1,15,10,7,0,0,2,16,3,7,0,6,1,0,4,8,2,5,9,56,6.2803584461436,47,2.0,story exceed posted speed limit setting seemed affect main character cyclist much pedal example whole dry desert setting made think could survive water became dehydrated first town @ num1 degree watter could satisfy standard old velches june factory run longer business much like desert old barren unuseland yes cycalist survived pedal desert setting opposed great challenge
9,154,2,5,20,20,7,0,0,3,24,6,5,0,6,1,0,3,5,8,19,24,67,5.87096814579302,43,2.0,many feature setting effect cyclist one feature getting hotter eventually effect line wiped sweat eye make sure mirge show heat might starting effect another feature desert running low water line hitting water bottle pretty regularly show drinking lot water running low another feature riding high desert california june story say traveling high desert california june june add heat also desert doubt get dehydrated many feature effect cyclist
5,111,2,4,17,14,9,1,0,2,27,2,1,0,4,0,0,4,5,3,8,12,59,6.2888359006411045,47,2.0,setting affect cyclist creates deserted atmosphere help set mood essay mood essay think sort dry summer day sort oh gosh really hot type thing setting dry summer day june deserted town tumble weed contribut hopeless feeling although secured die seemed like would surely make judging lack water scorching hot sun distance enduring condition setting affect cyclist way could killed
2,47,0,1,8,5,5,0,0,0,5,5,4,0,3,0,0,2,4,1,2,2,24,4.276104583090086,22,1.0,feature setting affect cyclist old guy worn next town eighteen mile road feature affect reading story exceed posted speed limit dangerous unsafe people ride
3,66,3,1,8,8,5,0,0,0,14,1,3,0,3,0,0,2,8,3,3,11,34,5.085820415159186,29,2.5,setting effected cyclist bumpy lot hill mean work harder also heat getting dehydrated story cyclist rideing long time say eased past trying keep balance dehydrated state kurmaskie @ num1 cyclist little water long trip
3,60,2,1,13,9,2,0,0,1,13,3,1,0,2,0,0,1,2,1,6,7,28,4.675042840642261,27,1.0,way feature setting affect cyclist think disgardment first reason would beginning story warning sign passed cyclist disgards going hill anyways also state rode morning strong leg smile face
2,35,2,1,4,7,4,0,0,0,6,4,0,0,1,0,0,0,2,1,3,4,21,4.114345134036751,21,1.0,feature setting affect cyclist went many ups down one point flowed blackish watter feeling somewhere neighbor two hundred degree weather cool
4,64,0,1,10,8,3,0,0,0,10,4,1,0,2,0,0,1,9,3,3,9,31,4.743768698536405,27,2.0,feature setting affect cyclist caused need water worn setting intense two mile next section ride noticed terrain changing flat road replaced short rolling hill quote text show cyclist terrain changing affected
8,180,0,8,26,11,4,3,0,6,37,4,6,0,12,2,0,13,7,3,9,29,88,7.061584606564695,61,2.5,feature surrounding landscape affect cyclist physically mentally first sun constantly beating cyclist cause body sweat make one body use energy sun ray also add heat cyclist feel also rough road force cyclist pedal hard drain even energy example cyclist exceed posted speed limit reached rough road pedal harder made sweat caused amount energy decrease finally lack civilization make cyclist feel hopeless cyclist essay felt water could see nearby town affect cyclist keep pedaling determination cyclist go anywhere feature setting physically exhaust mentally strain cyclist make harder keep going
5,49,2,0,5,8,1,0,0,0,5,4,3,0,1,0,0,3,7,3,1,11,21,3.8157566989039102,18,2.5,snake heat hill biker deal certain setting deal diamond back going desert like @ num1 degree biking go crippling hill redicuiou
8,135,9,2,24,13,7,0,0,2,30,4,2,0,8,0,0,3,6,9,16,21,68,6.896760485281682,57,2.5,setting act catylist story aspect story always challenging character untill end story say flat road replaced short rolling hill showing terrain opposing also story say speed limit 55 water depleted 12 mph sometimes life cool showing much element owning also show risle satiricle life ultimate @ caps1 story stumbels across welches grape juice factory piture boy pouring refreshing glass juice mouth matter cycalist go alway trying overcome element
3,43,0,0,8,5,3,0,0,2,9,2,0,0,1,1,0,3,0,0,3,6,21,4.011031291315004,20,1.0,feature setting affect cyclist many way example lack water begin take toll fast get next town another example would terrain slows
6,127,4,4,22,18,5,0,0,1,25,4,4,0,4,0,0,4,4,4,12,22,56,6.322107691545202,46,2.0,feature setting affect cyclist making use last water hot there one around desert california wiped sweat eye make sure mirage @ num1 exert test support previous statement hot speaker tell u sweating might seeing mirage one insight building car structure kind @ num2 show one around help fall heat stroke anything like setting affecting cyclist endurance
4,89,1,0,10,10,8,0,0,3,15,2,8,0,6,1,0,6,7,2,2,10,49,6.1208451464675635,45,1.5,feature setting affect cyclist making difficult ride flat road replaced short rolling hill could drop heatstroke gorgeous day june large highway sign jumped atm rough road ahead exceed posted speed limit sometimes life feel cruel fact hot day made ride seem longer water feel exostied anything try stand heat
6,157,2,6,22,21,11,0,0,1,34,10,6,0,5,0,1,6,13,5,4,14,86,7.8576382050408595,69,3.0,author joe kurmaskie learns danger lifeless wilderness experience described exceed posted speed limit cyclist riding one undeveloped area california lack water found setting prof crippling survival trail directed town source fresh drinkable water day combination constant exercise riding terrain lack water recources california summer weather lack civilization trained author energy caused suffer dehydration much exposer condition could killed modern time period year also caused direction author given accurate thus causing cyclist find self dangerous area country setting exceed posted speed limit place cyclist life threatening situation
10,205,2,13,27,25,21,0,0,10,35,11,0,0,4,1,0,14,9,8,7,22,99,7.804106650328069,72,2.5,feature setting could number different thing could snowing cold raining course wet hot dry breezy humid feature could busy tough solitere country road could rough terrain straight aways setting place put pressure reality happen cyclist essay young cyclist take advice elderly man end riding hot sun ghost town knowing would survive heat feeling though death coming thirst becoming determined get next town could survive feature setting different say riding flat road busy town breeze place stop water everywhere would feared life feature setting affect cyclist feel think feel angry happy sad scared start think death believe effect setting cyclist
5,115,0,4,15,11,8,0,0,2,20,7,0,0,4,0,0,9,6,1,9,19,61,6.108583997078479,51,1.5,feature setting affect cyclist many way example author say flat road replace short rolling hill made author ride safer also say ridiculously large snake blocked majority pavement author slow bike find safe way around could get past finally author say one sight building car structure affected ask question since he lost he thirsty setting make hard author maneuver get want go
3,82,2,4,11,9,5,0,0,0,12,4,1,0,3,0,0,4,10,4,1,17,35,4.971370826616201,28,1.0,feature setting affect cyclist person rode bike tired leg body needed rest riding bike @ num1 mile pedal also effected cyclist riding struggleing get trying get strong man willing finish forty mile pedaling also restless
8,127,1,4,17,13,6,0,0,1,20,5,7,0,5,1,0,5,13,6,4,21,68,6.911231916233371,56,1.0,feature setting affect cyclist rough road ahead exceed posted speed limit go many different terrain cyclist start town working way yosemite decides listen group old men started strong got first town totally abandoned kept going another abandoned town decided keep going saw sign terrain lot diffrent rolling hill tumbleweed rolling snake listening old men cyclist almost died threatening heat lack water setting affected cyclist even seriously could imagined
8,145,2,6,21,13,18,0,0,0,21,6,3,0,10,0,1,0,5,5,15,24,71,6.44196208448001,54,3.0,story setting greatly effect attitude cyclist start early summer evening serene talking old men start cycling next morning thinking yosemite relaxed confident however attitude day change greatly come across rumshackle old shed rusty pump corral park road becomes little worried discouraged terrain change little discouraged come across abandoned factory definately lot discouraged little later come across @ person1 fish camp relieved thankful owner cyclist attitude changed depending upon whether setting beneficial
5,139,2,4,26,15,12,1,0,0,33,3,4,0,6,0,0,0,7,4,13,16,76,6.816885177950087,58,2.5,feature setting great affect desperate travel weary cyclist sometimes disappoint sometimes uplifting scenery pass affect physically emotionally pass portrin road nothing ramshackle shed several rusty pump corral becomes disturbed cyclist running low water becomes even distraught road speed limit posted 55 mph water deleting @ num1 setting hot june sun affect cyclist put state dehydration ironic twist cyclist affected emotionally pass @ organization1 factory abandoned factory feature picture boy pouring glass juice mouth upset thirsty cyclist
14,210,3,5,33,31,12,2,0,1,40,10,7,0,7,3,0,6,8,5,16,27,101,8.106289070429584,80,3.0,feature setting affect cyclist anything reading rough road ahead exceed posted speeding limit beginining cyclist begun cycling cause us positive tone describe setting example paragraph four say cool pine running river yosemite name written say reader imago someone excited destination dry day cyclist attitude becomes lower reader make connection setting paragraph thirteen cyclist say wiped swear eye make sure mirage get excited reader make connection getting pretty serious cyclist continue overall setting change burning sun extremely hot shortage water cyclist becomes sarcastic le upheat example taking rock mouth state luck hit bump lodge one throat show bad mood affected feature setting
2,60,5,2,9,7,2,1,0,0,13,0,0,0,2,0,0,3,6,2,4,14,24,4.471953288160536,23,1.0,raugher road get determination beginning towards end mind set matter going die took toll hard go realyed want die way kept eventually leading civilisation
3,86,3,1,13,13,4,1,0,0,16,4,1,0,4,0,0,3,8,3,8,10,45,5.218763707642464,36,1.0,feature setting affect biker lot rough terrain described implies biker probably hard time half way story said flat road replaced shor rolling hill said describe difficulty race also make seem exciting change thing around exciting said flat road turned even flatter road show terrain change
3,96,3,3,6,11,8,2,0,0,12,4,21,0,4,0,0,2,10,2,4,10,58,6.148739112127959,44,2.0,rough road ahead exceed posted speed limit essay written joe kurmaskie solo cyclist going journey yosemite national park listens group old guy end lost rough road water relylittic supply flat road replaced short rolling hill large highway lon jumped read rough road ahead exceed posted speed limit rough road made work harder want water made thing tougher already
9,168,3,8,20,18,11,0,0,1,31,5,1,0,11,0,0,9,10,3,12,31,76,6.83821449615443,60,2.0,setting environment always seem affect mood take instance cycler beginning positive attitude arrived first town attitude started go explains describes town maybe one point thriving spot morning fit traditional definition ghost town ghost town come across old run dull affected cyclist like old men said becoming doubtful turn give motivation started get suppose water tar like substance oozed make nevers mad sure make attitude change soon see store setting becomes positive setting effect cyclist mood attitude
8,160,3,3,24,19,12,0,0,1,30,11,7,0,3,0,0,7,14,4,7,23,82,7.275650372377776,62,3.0,many setting feature affect cyclist one feature dessert like setting dry air hot temperature heat made cyclist keep going despair author say going die bird world pick clean @ caps1 feature setting desolet town contain water lack water made horrible continue thirst bad put pebble mouth sucking stone help take thirst allowing spit left circulates @ caps1 feature setting affected cyclist abandoned welch grape factory factory gave cyclist false hope would great grape juice thirst stricken state narrator called factory ironic twist
3,87,1,0,8,15,5,0,0,3,13,1,0,0,3,0,0,7,8,3,5,17,36,5.30202344492488,31,1.0,effect setting effected riding bike hot weather little bit water drink would giving nothing drink water hot text sayed eased past trying keep balance dehydrated state think could lasted long dehydrated look would drop dead heatstroke
5,159,2,5,23,23,8,0,0,3,32,5,6,0,6,0,0,7,9,6,7,21,79,7.863763505035017,69,2.5,many feature setting affect cyclist instance story exceed posted speed limit lack water dry desert gave long lasting affect cyclist wide ring dried sweat circled shirt growing realization could drop heatstroke gorgeous day june simply listened gentleman porch decade caused laugh show reader heat shortage water made cyclist feel hot dehydraded could pas second also thinking beyond laughing trying conserve every bit energy possibly result affect setting cyclist lack water given humor courage keep going get final destination point
6,51,1,1,7,5,5,0,0,0,6,5,3,0,2,0,0,2,7,1,2,6,29,4.7734948112084545,28,1.0,feature setting affect cyclist many way bumpy road sand eye thirst hit hot humid tempures maybe got tired pedaling walk wild dog chased went got town money buy drink
5,58,3,0,10,8,3,0,0,0,14,2,2,0,2,0,0,2,5,3,1,11,29,4.320089475584009,22,1.0,cyclist story greatly affected heat souroundings riding @ caps1 heat day began increase text read hitting water bootle regulary @ caps2 heat day cyclist water consuming large pattern time
2,34,2,3,3,4,3,0,0,0,3,0,0,0,1,0,0,2,2,1,6,8,15,3.4268831594125833,14,1.0,cycleist mention hot dry open terrain make feel like desert also know hot swreating dehydrated
11,206,2,7,19,25,11,2,0,2,28,10,11,0,10,2,0,10,7,5,24,38,98,7.42869663389405,71,3.0,first cyclist feel fine get little bit discouraged basically fine cool pine rushing river yosemite name written @ caps1 feel relaxed home water pine tree give sense comfort think first tree much anything others better know make know yet travel long way get water see sign read rough road ahead exceed posted speed limit know thing going get rough speed limit 55 mph water depleting 12 mph point start get worried alone realizes water run water landscape surroundings start get drier drier state tumble weed crossed path landscape seems get threatening ridiculously large shake landscape change state water
